gene,-40_ura3_A,-40_ura3_B,-20_ura3_A,-20_ura3_B,0_ura3_A,0_ura3_B,10_ura3_A,10_ura3_B,20_ura3_A,20_ura3_B,20_ura3_B.1,40_ura3_A,40_ura3_B,60_ura3_A,60_ura3_B,80_ura3_A,80_ura3_B,-40_0258_A,-40_0258_B,-20_0258_A,-20_0258_B,0_0258_A,0_0258_B,10_0258_A,10_0258_B,20_0258_A,40_0258_A,40_0258_B,60_0258_A,60_0258_B,80_0258_A,80_0258_B
VNG0065G,-0.014485292,-0.019887732,-0.040763906,-0.045997865,-0.043449512,-0.11002992,-0.04242197,-0.048315461,-0.124656821,-0.006859211,0.056822945,-0.048286929,-0.036639648,-0.017724061,-0.055377803,-0.004372986,0.083188824,0.008818807,-0.035864647,0.021009429,-0.005318306,-0.092059175,0.01176646,-0.081695933,-0.075264441,-0.110328673,-0.069499392,-0.116369559,-0.016671712,-0.035671739,-0.084206985,-0.091675835
VNG0066H,-0.063849023,-0.045095578,-0.018825921,0.072324692,0.009695012,-0.064785473,-0.023074813,-0.004248536,-0.189699145,0.149112793,0.057879907,0.021253211,0.072015606,-0.087847437,-0.068166188,0.038170167,-0.045855422,0.085617173,0.029890349,-0.091181257,0.002680961,-0.173007263,-0.037755475,-0.184176649,-0.047316398,-0.032651689,0.025669071,0.00255171,-0.017911949,0.147714193,0.062788263,0.117072097
VNG0067H,-0.185258653,-0.053609029,-0.021575738,-0.030318697,0.017236754,-0.051440378,-0.05749755,-0.079314818,-0.118893673,0.11185546,0.024316008,0.03612927,0.00328121,0.031935796,0.037937047,0.115638209,-0.067646098,0.109701559,0.13080427,0.020618562,-0.147056128,-0.171013773,-0.137358395,-0.177882705,-0.132750334,0.010085045,0.009651784,-0.001657063,0.121594575,0.12094641,0.117292356,0.104427952
VNG0068H,-0.174298941,0.027809076,0.031316189,0.0907084,0.083619897,-0.06323731,0.000596758,0.020373503,-0.135875228,0.019408227,0.024202063,0.092430777,0.066741376,0.02352565,0.060693935,0.080281245,-0.031015974,0.05303711,0.168035943,0.003464508,-0.009736055,-0.131537614,0.055356708,-0.141952696,-0.076556073,-0.034634192,0.031467802,-0.023222904,-0.005001378,0.075392194,0.042609993,-0.017556851
VNG0069H,0.05302311,0.00766232,0.037190761,0.06322171,0.04970122,0.013832149,0.050550401,-0.035005821,-0.058097834,-0.015004626,0.009012297,0.022240396,-0.040848311,0.082977473,-0.059752682,0.104159162,-0.03257307,0.134424623,0.101582197,0.055287874,-0.155803602,-0.063548168,-0.070537717,-0.115765567,-0.177655659,0.047183376,-0.053478192,0.039817218,0.030839411,0.002603434,0.078079226,0.01438334
VNG0070H,0.258256821,-0.006600067,-0.026955226,-0.007183938,0.003783251,-0.055231505,-0.028714106,-0.026846235,-0.090344378,0.01221383,0.043942678,-0.021334291,0.034847745,0.005631325,-0.037343594,0.007923037,0.14669121,-0.015637544,-0.029431684,0.04470461,0.029556161,-0.057562373,0.007706397,0.009905839,-0.044946255,-0.071577693,-0.004582268,-0.060011717,-0.007621733,0.056611465,-0.013714006,-0.018452183
VNG0072H,-0.113800105,-0.011276697,-0.010635888,-0.029532256,0.052756077,-0.035374997,0.19290219,0.302081316,0.207755751,0.339063129,0.215018701,0.611854502,0.470448789,0.533339289,0.451667749,0.351108798,0.434554472,-0.060626651,0.091308478,0.01665695,0.08518254,-0.014849251,0.098619241,0.420237591,0.197489421,0.289688091,0.332120834,0.314929265,0.130293821,0.163705032,0.277364198,0.188337003
VNG0073C,-0.014918478,0.018423502,0.006638734,0.07163827,0.086467008,-0.025050724,-0.034317635,0.009079061,-0.114486742,0.015967076,-0.025936702,-0.043598999,-0.014569629,-0.101506434,-0.045694294,-0.001014585,-0.017610821,-0.016114182,0.077660847,0.105801727,0.027301865,-0.06837963,0.007178712,-0.105028868,-0.158499072,-0.007394016,-0.045329801,0.015089329,-0.089457432,-0.038560731,-0.13914243,-0.088060569
VNG0075H,-0.004310729,-0.023183583,0.017986328,0.027642414,0.059010658,0.012218303,-0.050798704,-0.055892259,-0.088452547,-0.064541244,0.016083291,0.014179727,0.075222418,-0.034746011,-0.027341951,-0.014956851,0.150177508,0.049582077,0.00869864,0.053408678,0.062872459,-0.012418357,0.153923924,-0.096744047,-0.078906664,-0.133343914,-0.018792526,-0.044082639,0.021019401,-0.024035121,-0.05413547,0.041645772
VNG0076H,0.138661956,0.016211161,-0.078840302,-0.110201656,-0.094920739,-0.028573181,-0.129704617,-0.061933708,-0.037954973,-0.191931115,0.031289702,-0.186257551,-0.091889278,-0.1833323,-0.077422347,-0.092683877,0.003167168,-0.041042621,-0.139766468,-0.002664394,0.107364356,0.04253406,0.138220071,-0.219181252,0.011527955,-0.006921362,-0.028023637,0.045215004,0.081464971,-0.01279022,0.017200306,-0.063170578
VNG0077H,0.153366807,-0.01742149,-0.022288761,0.032457508,0.067413123,-0.048909063,-0.069013543,-0.0293502,-0.156198717,-0.030225346,0.067865213,-0.010919663,0.052395672,-0.051095363,-0.090044937,-0.01312733,-0.005987761,-0.004738626,0.072111343,0.058308555,0.070256235,-0.109271806,0.001411084,-0.020789641,-0.057016918,-0.081129554,0.006161215,-0.022077397,-0.025124039,0.0412976,-0.062563162,-0.01966589
VNG0079H,-0.179961203,-0.013288795,-0.008334034,0.020822811,-0.021028345,-0.022178673,-0.359333179,-0.154671701,-0.53043222,-0.430603811,-0.492830897,-0.389896891,-0.404185963,-0.782028401,-0.473860289,-1.069602605,-0.995009733,-0.301159602,-0.111866745,-0.170908026,-0.194798172,0.019782204,-0.112896758,-0.292236433,-0.297630976,-0.649831712,-0.508916112,-0.635777958,-0.963298773,-0.562578295,-0.877187275,-0.659034552
VNG0080H,0.192719843,-0.025704719,-0.009447279,-0.082689009,0.021588811,-0.010441596,0.030514085,-0.029349589,-0.049093386,-0.012377332,0.006354026,-0.00334079,-0.092995553,-0.007689932,-0.100589077,0.01163465,-0.000207715,0.052131077,-0.006707426,0.074635895,0.076022509,-0.039371627,-0.010682904,-0.074112234,-0.040884647,0.06036937,0.014446219,0.022266108,-0.004925843,0.051287296,0.011016966,0.028699593
VNG0081G,-0.050824238,0.015946539,0.016104861,0.026915724,-0.022093,-0.028880422,-0.024827607,-0.222360713,-0.076236286,-0.219341066,-0.027746605,-0.016570829,-0.097522529,-0.034365738,-0.01862679,0.01098037,-0.070818406,-0.04329391,0.061497039,-0.07169392,-0.13720316,-0.068186902,-0.126339628,-0.171540206,-0.091687474,-0.06606701,-0.033964246,-0.038927828,0.024298722,0.003779877,0.00697878,-0.048419018
VNG0084G,0.074941504,0.061119962,0.039112262,-0.115344131,0.263824338,0.60202488,-0.406638123,-0.298200976,-0.212694747,-0.677164781,-0.930306675,-0.367863638,-0.559063853,-0.157995002,-0.36837135,-0.360577506,-0.358899492,-0.297009662,-0.045105352,-0.088722865,0.058313287,0.394994729,0.11183338,-0.296489565,-0.120328434,-0.93211623,-0.704279498,-0.649414462,-1.269409004,-1.193233447,-0.935378693,-0.979293393
VNG0085G,-0.14139555,-0.014831773,-0.059455351,0.015559133,0.010638508,-0.137563179,0.178565994,0.159311078,0.027355757,0.162865578,0.223287465,-0.002656462,0.188592749,0.047204844,0.095846521,0.158822479,0.128012919,-0.060322306,0.075366021,-0.119543978,-0.027352611,-0.143256595,-0.060682698,0.221906886,0.253799077,0.173310835,0.176232753,0.286938523,0.232285691,0.418750429,0.334141913,0.282975755
VNG0086G,0.098373548,0.030816215,0.019780334,0.004501925,0.031980918,0.053104855,-0.001762593,0.147525024,-0.056564099,-0.2222643,-0.096403439,-0.096768329,-0.065011147,0.060643775,0.070801105,0.023725236,0.062196226,-0.059649493,0.006456524,0.082378855,0.063404769,0.308609078,0.156010721,0.240478045,-0.013439051,-0.095162939,-0.023420932,-0.155058987,-0.116241896,-0.173719878,-0.203240843,-0.181554899
VNG0089G,-0.116167964,-0.033550143,-0.005273763,0.064191679,-0.041169886,-0.070414617,-0.069571671,-0.0431272,-0.079125297,0.175031311,0.067712421,0.004258793,0.063990012,0.03174537,0.045989613,0.038910599,0.041877123,0.032298692,0.027342638,-0.104928094,-0.099001942,-0.129039518,-0.161002725,-0.093075765,-0.062846976,0.009886402,0.009081133,-0.013804917,0.107677202,0.196190246,0.100280983,0.098437721
VNG0090G,-0.057536125,-0.043279281,-0.071738948,-0.050335097,-0.026694362,-0.05435462,0.011882784,0.052614819,-0.054237663,0.049459731,0.113678781,0.013118825,0.101847984,-0.008336696,0.126931708,0.050385766,0.037619331,0.088098251,-0.083990597,-0.041316621,-0.03829794,-0.120910932,-0.080436604,-0.167347081,-0.033087355,0.007564791,-0.001070615,0.013500478,0.079167347,0.14359653,0.148736981,0.166673559
VNG0091C,-0.154509508,0.015127093,-0.030867636,0.01926171,-0.058651966,-0.129474728,-0.069560587,-0.036685016,-0.106986832,0.169469423,0.050377407,0.000724801,0.133901133,-0.008730178,0.119236282,0.0548577,0.035104305,0.044756751,0.021417101,-0.046880641,-0.068334552,-0.167541625,-0.092499222,-0.111063276,-0.022761691,0.006280901,-0.011810941,-0.00917737,0.072296118,0.181668019,0.143262153,0.121181082
VNG0094C,-0.406957605,0.006481978,-0.027464817,0.134937864,0.107844411,-0.196309162,-0.081564636,-0.074183593,-0.240296035,0.096455108,0.05387508,0.068146843,0.230548237,-0.036471197,0.065459894,0.129296269,-0.185465257,0.071532544,0.10232816,-0.043157287,-0.152736616,-0.23614712,-0.167139871,-0.060607277,-0.081794127,0.066354781,0.019382032,0.049734523,0.057876555,0.355646967,0.115072854,0.261670729
VNG0095G,-0.020906286,0.025880535,0.010417489,0.068909362,-0.022702105,-0.085650496,0.009743498,0.042510379,-0.079473068,0.072350641,0.085183628,-0.042456755,0.066359552,-0.043388525,-0.046143523,-0.014490751,0.114570755,-0.068623199,0.012146215,-0.076666939,0.070820625,-0.059666756,-0.005107749,0.059603305,0.157794064,0.010979692,0.004684222,-0.024649802,0.068792652,0.077878941,0.063007664,0.125815595
VNG0096C,-0.044930107,-0.044821516,-0.047631785,-0.027498143,-0.032686556,-0.118963455,-0.026359699,-0.068225133,-0.039132723,0.077832417,0.009112967,0.04152913,0.125668093,-0.036706091,0.074634292,0.03408326,0.091326775,0.013090792,-0.058300513,-0.016010825,-0.08690389,-0.178127798,-0.115156716,-0.191044083,-0.028204721,0.0087594,-0.049398736,0.002822738,0.089395937,0.105500026,0.105367728,0.100912679
VNG0097G,-0.071483408,-0.067704344,0.036201653,0.002247197,-0.031147667,-0.116810592,-0.037200311,0.006573477,-0.089158233,0.077952551,0.038129034,0.004454872,0.07342833,-0.110082841,0.090786796,0.052287119,0.050510226,0.022717453,-0.003098298,-0.069006069,-0.14543782,-0.145653779,-0.048854373,-0.112040254,-0.055072657,-0.003004412,-0.043505062,0.061910461,0.095228046,0.181065322,0.032317753,0.153602875
VNG0098G,0.240526772,-0.028665558,0.10393759,0.017912948,0.020946082,0.065169951,-0.061480332,-0.006848136,0.123023045,-0.305802963,-0.160331642,0.605063889,0.296136567,1.085167895,0.621136041,0.658300687,0.721415907,0.011816118,0.176769672,0.140979666,0.092098367,0.403459422,0.320296078,0.054952521,-0.094003202,-0.011486954,-0.097568379,0.043973355,-0.045359385,-0.154794884,-0.154880517,-0.210716706
VNG0099G,-0.110391812,-0.004602241,-0.031857157,0.028765016,0.013303312,-0.078233815,-0.115034612,-0.076842462,-0.125460521,-0.030634526,0.046666307,0.020278815,0.068313705,-0.016280366,-0.031305724,0.062397845,0.200068394,0.005137109,-0.002020776,0.050541131,0.006343172,-0.101356762,-0.063950917,-0.089511254,0.002766473,-0.096390348,-0.021712903,0.00542259,0.049686317,-0.003219118,0.052493412,-0.004425112
VNG0101G,-0.207390993,-0.033180221,0.008811651,0.024345635,0.033008828,-0.070604168,-0.055118003,-0.088516506,-0.156299142,0.181984282,0.043800772,0.102673825,0.012634722,0.071869578,0.040672267,0.114770547,-0.186543313,0.088015802,0.098586444,0.089976152,-0.060845884,-0.142310439,-0.128408676,-0.133569189,-0.236461864,0.031530409,-0.046465657,0.063725548,0.07553292,0.159425872,0.193949394,0.060174745
VNG0102C,-0.075320237,-0.043909045,-0.053090393,-0.058962296,-0.01867945,0.013575168,-0.038941735,-0.056779131,0.007877691,0.022762608,0.049105386,-0.017146773,0.044247425,-0.017839545,0.048337923,0.04435786,-0.070235398,0.064860142,0.040205184,-0.043438284,-0.064871889,-0.109901253,-0.116539955,-0.08981421,-0.140210454,0.017313604,0.005345236,0.05055541,0.117235712,0.135901526,0.042798249,0.107163421
VNG0104G,0.023586868,-0.014924163,0.021494384,0.063093829,-0.034657859,0.051656933,0.08304177,0.079820222,0.006778808,0.098630601,-0.05682074,0.023210157,0.020376404,0.09148902,0.058056176,0.13473525,-0.126649039,0.185671734,0.048734124,0.031121376,-0.143190599,-0.010722887,-0.067929868,-0.059244142,-0.217085837,0.131711183,0.005312055,0.019357277,0.119684601,0.167170113,0.078472107,0.050236914
VNG0105H,-0.103072472,0.012024671,0.011963936,0.077588101,0.090945485,-0.058918941,-0.028268826,-0.017740113,-0.20369468,-0.030161646,-0.002903774,-0.077820537,-0.079783149,-0.042386153,-0.017391158,0.007632061,-0.212693008,0.026282988,0.100516223,0.057564901,0.048050176,-0.006699409,0.058125043,0.055776446,-0.063646893,0.05306848,0.04114812,0.101898709,-0.031839439,0.099098954,0.073437151,0.052582893
VNG0106G,-0.220672545,0.000482523,0.034296332,0.142589422,0.078332441,-0.103240723,-0.020441857,0.012223467,-0.15923655,-0.034472066,0.014830476,0.023145877,0.127899776,0.007590705,0.015119966,0.124090156,-0.112705853,0.047546683,0.11901258,0.089450133,-0.06391517,-0.102216065,-0.06251601,-0.030929684,-0.037128648,-0.037675588,-0.023671542,0.041227904,0.014984823,0.176981796,0.053351064,0.056781877
VNG0107G,-0.010959134,0.01254232,0.036559223,0.06445888,-0.093512026,0.081837382,-0.113928049,-0.271540981,0.015295765,-0.32580587,-0.073539328,-0.176658191,-0.097999187,-0.145136989,-0.056427636,-0.188138164,-0.144119747,0.165006592,-0.020161793,0.122003341,-0.031284252,-0.079483842,-0.009688472,-0.13718471,-0.181145771,-0.098467819,-0.116365349,-0.104216775,-0.049938144,-0.013703385,-0.123982462,-0.153198919
VNG0108G,-0.050905047,-0.035043986,-0.024892254,0.127400733,-0.118959841,-0.078529973,0.039694939,-0.07360253,-0.180179194,0.116298902,0.034790556,0.021914082,0.066880586,-0.000443646,-0.005734429,0.095583279,0.005785784,0.105278375,0.0537652,-0.025973545,-0.150083705,-0.141680485,-0.156582081,-0.169187689,-0.041254105,0.042850051,-0.024050654,0.014551432,0.005778359,0.195926172,0.087406813,0.19120756
VNG0110a,0.236879464,-0.024194916,0.000369818,0.014019964,-0.005145011,-0.026535608,-0.00641107,-0.019618596,-0.084573758,0.024021734,0.038101196,0.018032989,0.053167359,0.018634698,-0.072828695,0.035996643,0.099882393,0.026651813,0.018586226,0.055798773,-0.032311756,-0.016932004,0.034393891,-0.0807539,-0.115465369,-0.021702027,-0.034242146,-0.056395473,-0.028940654,0.03597767,-0.020373387,-0.034348898
VNG0110C,-0.364877462,0.064947814,-0.219450749,0.038810036,-0.145577203,0.073952431,-0.446410181,-0.425318626,-0.636776577,-0.612956007,-0.615802677,-0.148586566,-0.186958286,-0.382092658,-0.271008482,-0.310316121,-0.344865609,-0.095541434,-0.163678879,-0.066906219,-0.202636104,-0.202675673,-0.098986404,-0.292355384,-0.368523796,-0.383635965,-0.494937169,-0.510190006,-0.670532065,-0.688032219,-0.654698926,-0.737383107
VNG0112H,-0.050964416,-0.044077134,-0.028816297,0.012599107,-0.047755291,-0.085719167,-0.063083106,0.014834245,-0.167427655,0.044171986,0.068523419,-0.014836213,0.053212553,-0.057958673,0.037765487,0.070230471,0.115038589,0.04746637,-0.001118855,-0.026342405,-0.000745128,-0.131202883,-0.020469248,-0.122792782,0.036096173,-0.048923355,-0.002576601,0.009407342,5.86E-05,0.112131718,0.051684465,0.082998565
VNG0113H,0.204734523,0.028283353,-0.059163849,-0.065440361,-0.128090705,-0.047725266,-0.079300243,-0.011619415,-0.049908378,-0.092555434,0.038343089,-0.075298693,-0.039647071,-0.037903803,-0.040624076,-0.075997999,0.171938488,-0.02388901,-0.131225317,-0.057146376,0.220007443,-0.048761103,0.096688426,-0.017657828,0.113180388,-0.074092208,-0.009291629,-0.071259932,0.011934669,-0.01226458,-0.051999306,0.010861312
VNG0115G,0.085980395,0.052428994,0.000522172,0.014364942,0.010383036,-0.020892834,-0.071810642,-0.140512403,-0.172278398,-0.025808664,-0.081283614,-0.072315431,-0.106971591,-0.037660857,-0.093291703,-0.028593538,0.010081842,0.063150157,0.070857593,-0.001149083,0.040663997,0.02314184,-0.052123469,-0.070319471,-0.077244478,-0.096071104,-0.005751555,-0.148801019,-0.041347217,-0.146138017,-0.129982261,-0.037372315
VNG0116H,-0.196585099,-0.033158449,-0.020486575,0.093438499,0.042201798,-0.080536408,-0.072479875,-0.062814268,-0.161620292,0.130625037,0.056201448,0.056564493,0.079119109,-0.030447834,0.033172234,0.064849544,-0.042524652,0.066768898,-0.0259692,-0.055201424,-0.150289783,-0.173238921,-0.160071047,-0.071949501,-0.080787416,0.036096072,-0.014016602,-0.016006751,0.071701353,0.122756735,0.126462556,0.195019776
VNG0117H,-0.313333013,-0.112323179,-0.135039564,0.025699349,-0.053194548,-0.2873433,-0.130918506,0.009814642,-0.151561468,0.287900097,0.198429409,0.096954859,0.250409051,-0.060821922,0.140090511,0.121884242,-0.013644752,0.185029509,0.001843382,-0.020211147,-0.249611425,-0.363637777,-0.261882525,-0.272672304,-0.164504432,0.110675822,0.025298611,0.178345414,0.462753059,0.57461732,0.301563598,0.484226705
VNG0118H,-0.25399758,-0.095368427,-0.061973052,0.051328151,-0.033604908,-0.194533791,-0.040585307,-0.141292838,-0.100334968,0.211862309,0.179595785,0.08233714,0.166631065,-0.095214375,0.15800149,0.082519397,0.011680902,0.169858354,0.026323186,-0.021109368,-0.23881977,-0.337139967,-0.186961514,-0.160028529,-0.052492418,0.067483303,0.069761297,0.121357329,0.394935635,0.375371207,0.279217505,0.404195749
VNG0119H,-0.007490203,0.004567374,-0.003933702,0.05412026,0.026946828,0.042376419,-0.013550884,0.005171931,-0.027816826,-0.077435024,-0.015110763,0.015309549,0.015179855,0.008013128,-0.011055482,0.009665708,0.008305804,0.157169468,0.109958558,0.030436535,-0.036906886,0.062826784,0.047622627,0.053059057,0.039278938,0.02075114,0.060373157,0.107963461,0.048715457,0.027066715,0.112624733,0.120138491
VNG0120H,0.057353187,-0.021901029,-0.04114771,0.077561801,-0.016817805,-0.101362971,-0.056334937,-0.065089298,-0.172516378,-0.037132863,0.019089075,0.019338352,0.114336413,-0.032440991,-0.002617192,0.02871149,-0.003741553,0.014751919,0.097381197,0.00472155,0.00834742,-0.136589338,-0.029147647,-0.053530894,0.083120015,-0.015931614,-0.015974424,-0.009491867,0.027239364,0.047416221,-0.019977094,0.002979075
VNG0121H,0.310422014,-0.03142257,-0.030882018,-0.008187798,-0.027479814,-0.031885814,-0.052358301,-0.03958649,-0.083778106,0.107851503,0.123672564,-0.067224879,0.08439587,-0.062632939,-0.075408423,-0.020358047,0.186098091,0.001943182,-0.098843271,0.028708282,0.109490994,-0.030639971,0.015882733,-0.076095539,-0.05707603,-0.040964507,-0.011690577,-0.014817407,0.062839046,-0.019435842,-0.022224554,0.031121803
VNG0123G,0.020325545,0.150930298,0.308162894,0.081103024,0.083616343,0.125064348,0.338171922,0.309124485,0.632754262,0.154937868,0.186492846,0.018927557,-0.14801772,0.063700995,-0.038312083,-0.093083282,-0.114850147,-0.154584357,0.119612048,0.116619261,0.192739385,0.239938631,0.293963115,0.423849107,0.201985518,0.233585263,0.307044902,0.380343689,0.099614356,-0.058446479,0.203032865,0.07597747
VNG0124C,-0.037185173,0.218899036,0.311752296,-0.06655769,0.255410704,0.18264463,0.288202431,0.057786178,0.600961539,-0.39970436,-0.425209693,-0.609211641,-0.581874341,0.08480257,-0.318855703,-0.182798483,-0.261392172,-0.347719158,0.158304314,0.012498504,0.386638084,0.605495138,0.473011282,0.346572068,0.502692202,-0.318479872,-0.253040161,-0.0556452,-0.943747605,-0.633010863,-0.395376568,-0.742397632
VNG0125H,0.151740999,0.033133222,0.171828056,-0.03732966,0.04317611,0.058399727,0.035605472,0.07709653,0.034006187,-0.375541013,-0.059285616,-0.235194752,-0.243643163,-0.204042471,-0.084734375,-0.201084804,-0.344609264,-0.08177857,0.164461957,0.165561339,0.122313826,0.182149117,0.388795915,0.089484795,-0.188714029,-0.057911682,-0.010743962,-0.158852953,-0.096094894,-0.155132764,-0.269159713,-0.350554521
VNG0127C,-0.064408581,0.018121918,-0.019542176,-0.071481885,-0.080062246,-0.090084403,0.148429635,0.163774645,0.095151769,0.125973307,0.155500098,0.054052283,0.195216383,0.052843957,0.14179879,0.044534271,0.07311982,0.007648586,-0.095898706,-0.092480315,0.002968197,-0.096914351,0.032263118,0.247745758,0.271130862,0.091058528,0.156869547,0.089947817,0.191496249,0.224277411,0.223769099,0.146746012
VNG0128C,-0.023015843,0.14682297,0.227215926,0.068524902,0.092777061,0.105884494,0.038941328,-0.035471399,0.292761158,-0.148955795,-0.170147129,-0.192299824,-0.160764552,0.165690899,-0.090631529,0.020866512,-0.074847314,-0.126608964,0.148925978,-0.034322243,0.100795329,0.154627305,0.011595223,0.10680838,-0.021280302,-0.208669099,-0.037161114,-0.258560659,-0.422164534,-0.384794769,-0.498075537,-0.28952381
VNG0129G,0.038531922,0.014103338,-0.09917266,0.114882133,-0.18973702,-0.114978441,-0.030825286,-0.159759366,-0.090030188,0.041447981,0.081137336,-0.038436946,0.027832868,-0.057986511,0.018675949,-0.026992796,0.139493249,0.088215025,-0.070056011,0.006465293,-0.022942995,-0.126741112,-0.039821757,-0.183115947,0.011064562,-0.027581868,-0.057589438,-0.11827727,0.028446251,-0.036608476,-0.056153296,0.035993865
VNG0130H,-0.057339499,0.049773279,-0.035141077,-0.020328603,-0.04457866,0.106308984,-0.392143495,-0.220251192,0.014966503,-0.398266319,-0.324990553,0.521067522,0.540859245,0.972331309,0.767122453,0.766659135,0.685914611,-0.341729935,-0.117618012,-0.116448275,0.048666831,0.260178626,0.009856785,-0.219597182,-0.304813301,-0.438211377,-0.255372047,-0.499956685,-0.664105026,-0.382642863,-0.593599852,-0.732284896
VNG0132C,-0.075182135,0.140356488,0.186921842,0.051988928,0.098237696,-0.065790369,0.113513368,0.033615241,0.192288457,-0.178134504,-0.044630505,0.262275011,0.173797249,0.363279502,0.179702082,0.102874465,0.102409995,0.063745818,0.198505621,0.228603468,0.184442164,0.257708902,0.301037576,0.197324003,0.180041065,0.087163107,-0.033106386,-0.011524567,-0.166246571,-0.168915381,-0.15211115,-0.153710115
VNG0133G,-0.107925855,-0.000878754,-0.00174491,0.066229644,-0.031429625,-0.10827164,-0.02281266,0.000548657,-0.134320137,0.157632283,0.045120922,0.065806691,0.054104103,0.053401458,0.056271276,0.088012635,-0.040599793,0.039966396,-0.012062966,-0.038652239,-0.070707781,-0.163285614,-0.078678143,-0.048225229,0.023970557,-0.019565821,-0.024062886,-0.006643318,0.136702545,0.136883385,0.186362226,0.210754559
VNG0134G,-0.034080709,-0.016413407,-0.059714084,-0.020898605,0.070848411,-0.021871007,0.037666687,0.109188717,-0.125430489,0.008374925,0.04697933,0.098296964,-0.030650502,0.081882915,-0.021043725,0.093703237,-0.036698935,0.060147923,0.098992211,0.129467951,0.017607831,-0.026498098,-0.012486302,-0.000651607,-0.100329863,0.059198248,-0.016185067,0.093920173,-0.012756628,0.094733207,0.059653099,-0.024319413
VNG0136G,0.22714349,0.05964718,0.0815233,-0.026914839,0.141398868,0.144282342,-0.052268147,0.092033191,0.062756708,-0.327836399,-0.251591043,-0.07938607,-0.199171817,-0.032099307,-0.033103429,-0.054634732,-0.011002376,-0.206426829,-0.044710878,-0.125795116,-0.016365467,0.171545732,0.339438286,0.013974049,-0.239722586,-0.208477413,-0.186746313,-0.124695472,-0.28868155,-0.392430846,-0.378126123,-0.427989933
VNG0137G,-0.087617297,-0.053278137,-0.000435889,0.033047674,-0.018736243,-0.064818844,0.05272862,0.030501225,-0.103180564,-0.002980127,0.072192366,-0.043937811,0.017345177,-0.102415214,0.012638793,-0.006143077,0.022698072,-0.099608258,0.042472287,-0.054788101,0.032227498,-0.045527579,-0.08823187,0.035997775,0.049339856,-0.021070919,-0.073069046,0.085068109,-0.020423429,0.108440662,0.051839007,0.084945238
